tag_id,tag_offset,tag_name,tag_wiki_post_id,question_view_count_rank,total_valid_questions,id,title,body,accepted_answer_id,answer_count,comment_count,community_owned_date,creation_date,favorite_count,last_activity_date,last_edit_date,last_editor_display_name,last_editor_user_id,owner_display_name,owner_user_id,parent_id,post_type_id,score,tags,view_count
53233,0,android-layout,5872748,11,15233,26574328,Changing EditText bottom line color with appcompat v7,"<p>I am using appcompat v7 to get the look consistent on Android 5 and less. It works rather well. However I cannot figure out how to change the bottom line color and the accent color for EditTexts. Is it possible? </p>

<p>I have tried to define a custom <code>android:editTextStyle</code> (cf. below) but I only succeeded to change the full background color or text color but not the bottom line nor the accent color. Is there a specific property value to use? do I have to use a custom drawable image through the <code>android:background</code> property? is it not possible to specify a color in hexa?</p>

<pre><code> &lt;style name=""Theme.App.Base"" parent=""Theme.AppCompat.Light.DarkActionBar""&gt;
     &lt;item name=""android:editTextStyle""&gt;@style/Widget.App.EditText&lt;/item&gt;
 &lt;/style&gt;

 &lt;style name=""Widget.App.EditText"" parent=""Widget.AppCompat.EditText""&gt;
     ???
 &lt;/style&gt;
</code></pre>

<p>According to android API 21 sources, EditTexts with material design seem to use <code>colorControlActivated</code> and <code>colorControlNormal</code>. Therefore, I have tried to override these properties in the previous style definition but it has no effect. Probably appcompat does not use it. Unfortunately, I cannot find the sources for the last version of appcompat with material design. </p>",26631227,25,4,,2014-10-26T14:56:37.983Z,117,2021-06-20T02:25:12.307Z,2017-06-04T21:34:59.290Z,,2171161,,269447,,1,321,java|android|android-layout|android-edittext|android-styles,320460
53233,0,android-layout,5872748,12,15233,5854047,How to change the color of a CheckBox?,"<p>How do I change the default <code>CheckBox</code> color in Android?<br>
By default the <code>CheckBox</code> color is green, and I want to change this color.<br>
If it is not possible please tell me how to make a custom <code>CheckBox</code>?</p>",5854131,25,7,,2011-05-02T06:22:27.750Z,46,2021-06-06T00:44:39.643Z,2020-02-17T10:49:31.527Z,,8282749,,729405,,1,281,android|android-layout|android-checkbox,289339
53233,0,android-layout,5872748,13,15233,26724964,How to animate RecyclerView items when they appear,"<p>How can I animate the RecyclerView Items when there are appearing?</p>

<p>The default item animator only animates when a data is added or removed after the recycler data has been set. I'm new developing applications and don't have any clue where to start.</p>

<p>Any ideas how to achieve this?</p>",54668740,11,0,,2014-11-03T23:10:44.547Z,148,2020-12-17T10:57:44.977Z,2018-12-29T16:48:32.297Z,,6444297,,1737244,,1,286,android|android-layout|android-recyclerview,288611
53233,0,android-layout,5872748,14,15233,3294590,Set the absolute position of a view,"<p>Is it possible to set the absolute position of a view in Android? (I know that there is an <code>AbsoluteLayout</code>, but it's deprecated...)</p>

<p>For example, if I have a 240x320px screen, how could I add an <code>ImageView</code> which is 20x20px such that its center is at the position (100,100)?</p>",3295056,8,6,,2010-07-20T21:40:20.693Z,80,2020-01-24T10:31:14.543Z,2016-03-03T18:34:31.070Z,,3063884,,263521,,1,186,android|android-layout|layout|view|position,273447
53233,0,android-layout,5872748,15,15233,22966143,Android button with icon and text,"<p>I have some buttons like this in my app:</p>

<pre><code>    &lt;Button
        android:id=""@+id/bSearch""
        android:layout_width=""fill_parent""
        android:layout_height=""wrap_content""
        android:padding=""16dp""
        android:text=""Search""
        android:textSize=""24sp"" /&gt;
</code></pre>

<p>I'm trying to create a same button with text and a icon. 
android:drawableLeft doesn't work for me (Maybe it would, but i don't know how to set a max height to the icon).</p>

<p>So i created a LinearLayout with a ImageView and a TextView and made it act like a button:</p>

<pre><code>    &lt;LinearLayout
        android:id=""@+id/bSearch2""
        android:layout_width=""fill_parent""
        android:layout_height=""wrap_content""
        android:background=""@android:drawable/btn_default""
        android:clickable=""true""
        android:padding=""16dp""
        android:orientation=""horizontal"" &gt;

        &lt;ImageView
            android:layout_width=""wrap_content""
            android:layout_height=""wrap_content""
            android:layout_gravity=""center_vertical""
            android:layout_marginLeft=""5dp""
            android:adjustViewBounds=""true""
            android:maxHeight=""30dp""
            android:maxWidth=""30dp""
            android:scaleType=""fitCenter""
            android:src=""@drawable/search_icon"" /&gt;

        &lt;TextView
            android:id=""@+id/tvSearchCaption""
            android:layout_width=""fill_parent""
            android:layout_height=""wrap_content""
            android:layout_gravity=""center_vertical""
            android:textSize=""24sp""
            android:paddingRight=""30dp""
            android:gravity=""center""
            android:text=""Search"" /&gt;
    &lt;/LinearLayout&gt;
</code></pre>

<p>My new button is exactly what i want (font size, icon and text placement). 
But it doesn't look like my default buttons:</p>

<p><img src=""https://i.stack.imgur.com/HHZkw.png"" alt=""enter image description here""></p>

<p>So i tried, to change the background and the text color of my new Button:</p>

<pre><code>Button Search = (Button) findViewById(R.id.bSearch);
LinearLayout bSearch2 = (LinearLayout) findViewById(R.id.bSearch2);
bSearch2.setBackground(bSearch.getBackground());
TextView tvSearchCaption = (TextView)findViewById(R.id.tvSearchCaption);
tvSearchCaption.setTextColor(bSearch.getTextColors().getDefaultColor());
</code></pre>

<p>This gives a strange result, my old button, gets messed up:</p>

<p><img src=""https://i.stack.imgur.com/VSSkB.png"" alt=""enter image description here""></p>

<p>When i change the order of these two buttons in the XML, so the ""new button"" goes first, it makes another strange result:</p>

<p><img src=""https://i.stack.imgur.com/HluhB.png"" alt=""enter image description here""></p>

<p>Now i noticed, that when i try to press the old button, the new one gets pressed.</p>

<p>Any ideas?</p>",22966322,7,0,,2014-04-09T14:45:42.023Z,24,2021-08-18T04:39:35.787Z,,,,,1815054,,1,104,android|android-layout|android-button,265277
53233,0,android-layout,5872748,16,15233,43143468,How to center the elements in ConstraintLayout,"<p>I am using <code>ConstraintLayout</code> in my application to make applications layout. I am trying to a create a screen wheren one <code>EditText</code> and <code>Button</code> should be in center and <code>Button</code> should be below of <code>EditText</code> with a marginTop only 16dp.</p>

<p>Here is my layout and screenshot how it is looking right now.</p>

<p>activity_authenticate_content.xml</p>

<pre><code>&lt;android.support.constraint.ConstraintLayout xmlns:android=""http://schemas.android.com/apk/res/android""
    xmlns:app=""http://schemas.android.com/apk/res-auto""
    xmlns:tools=""http://schemas.android.com/tools""
    android:layout_width=""match_parent""
    android:layout_height=""match_parent""
    android:paddingLeft=""16dp""
    android:paddingRight=""16dp""
    tools:context=""com.icici.iciciappathon.login.AuthenticationActivity""&gt;

    &lt;android.support.design.widget.TextInputLayout
        android:id=""@+id/client_id_input_layout""
        android:layout_width=""0dp""
        android:layout_height=""wrap_content""
        app:layout_constraintBottom_toBottomOf=""parent""
        app:layout_constraintLeft_toLeftOf=""parent""
        app:layout_constraintRight_toRightOf=""parent""
        app:layout_constraintTop_toTopOf=""parent""&gt;

        &lt;android.support.design.widget.TextInputEditText
            android:layout_width=""match_parent""
            android:layout_height=""wrap_content""
            android:hint=""@string/login_client_id""
            android:inputType=""textEmailAddress"" /&gt;

    &lt;/android.support.design.widget.TextInputLayout&gt;

    &lt;android.support.v7.widget.AppCompatButton
        android:id=""@+id/authenticate""
        android:layout_width=""0dp""
        android:layout_height=""wrap_content""
        android:layout_marginTop=""16dp""
        android:text=""@string/login_auth""
        app:layout_constraintBottom_toBottomOf=""parent""
        app:layout_constraintLeft_toLeftOf=""@id/client_id_input_layout""
        app:layout_constraintRight_toRightOf=""@id/client_id_input_layout""
        app:layout_constraintTop_toTopOf=""@id/client_id_input_layout"" /&gt;

&lt;/android.support.constraint.ConstraintLayout&gt;
</code></pre>

<p><a href=""https://i.stack.imgur.com/DXyTI.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/DXyTI.png"" alt=""enter image description here""></a></p>",43143847,8,0,,2017-03-31T14:42:15.607Z,35,2021-08-09T05:22:40.157Z,2018-04-24T15:07:14.887Z,user8389458,,,2455259,,1,255,android|android-layout|android-constraintlayout,228724
53233,0,android-layout,5872748,17,15233,1964789,Move layouts up when soft keyboard is shown?,"<p>I have a few elements in a RelativeView with the align bottom attribute set, when the soft keyboard comes up the elements are hidden by the soft keyboard.</p>

<p>I would like them to move up so that if there is enough screen space they are shown above the keyboard, or to make the section above the keyboard scrollable so the user can still see the elements.</p>

<p>Any ideas on how to approach this?</p>",1964928,21,3,,2009-12-27T00:40:30.563Z,29,2021-06-01T07:37:40.527Z,2015-08-17T14:05:37.113Z,,1529129,,164980,,1,160,android|user-interface|android-layout|android-keypad,224266
53233,0,android-layout,5872748,18,15233,4755871,How to set image button backgroundimage for different state?,"<p>I want imagebutton with two states i) normal ii) touch(or click).</p>

<p>I have set <strong>normal</strong> image in the <strong>imagebutton</strong> background and I am trying to <em>change</em> <strong>image(pressed)</strong> from <em>onclick</em> method, but it doesn't change.</p>

<p><strong>I want that if I pressed image button then image should change from normal to pressed until I press other button but it doesn't happen</strong>.</p>

<p>Can anyone suggest to me how can I do this with <strong>selector or at run time</strong>? </p>

<p>Here is my imagebuttonpanel code.</p>

<pre><code>&lt;?xml version=""1.0"" encoding=""utf-8""?&gt;
&lt;LinearLayout
  xmlns:android=""http://schemas.android.com/apk/res/android""
  android:layout_width=""fill_parent""
  android:layout_height=""fill_parent""
  android:orientation=""horizontal""
  android:gravity=""bottom""
  android:id=""@+id/buttonpanel""&gt;
  &lt;ImageButton android:id=""@+id/buttonhome""
               android:layout_width=""80dp""
               android:layout_height=""36dp""
               android:focusable=""true"" 
               android:background=""@drawable/homeselector""&gt;
               &lt;/ImageButton&gt;
  &lt;ImageButton android:id=""@+id/buttonsearch""
               android:layout_height=""36dp""
               android:layout_width=""80dp""
               android:background=""@drawable/searchselector""
               android:focusable=""true""&gt;
               &lt;/ImageButton&gt;&gt;
  &lt;ImageButton android:id=""@+id/buttonreg""
               android:layout_height=""36dp""
               android:layout_width=""80dp""
               android:background=""@drawable/registerselector""
               android:focusable=""true""&gt;
               &lt;/ImageButton&gt;&gt;
  &lt;ImageButton android:id=""@+id/buttonlogin""
               android:layout_height=""36dp""
               android:layout_width=""80dp""
               android:background=""@drawable/loginselector""
               android:focusable=""true""&gt;
               &lt;/ImageButton&gt;
&lt;/LinearLayout&gt;
</code></pre>

<p>and my selector xml is</p>

<pre><code>&lt;?xml version=""1.0"" encoding=""UTF-8""?&gt;
&lt;selector xmlns:android=""http://schemas.android.com/apk/res/android""&gt;
    &lt;!--&lt;item android:state_pressed=""true"" android:drawable=""@drawable/homehover"" 
        /&gt; &lt;item android:state_focused=""true"" android:drawable=""@drawable/homehover"" 
        /&gt; &lt;item android:drawable=""@drawable/home"" /&gt; &lt;item android:state_window_focused=""true"" 
        android:drawable=""@drawable/homehover"" /&gt; --&gt;
    &lt;item android:state_enabled=""false"" android:drawable=""@drawable/homehover"" /&gt;
    &lt;item android:state_pressed=""true"" android:state_enabled=""true""
        android:drawable=""@drawable/homehover"" /&gt;
    &lt;item android:state_focused=""true"" android:state_enabled=""true""
        android:drawable=""@drawable/homehover"" /&gt;
    &lt;item android:state_enabled=""true"" android:drawable=""@drawable/home"" /&gt;

&lt;/selector&gt; 
</code></pre>

<p>And I have also tried to change image resource on ontouch and onclick event, but it does not help. </p>",,9,1,,2011-01-21T06:02:22.077Z,30,2017-10-24T12:30:28.713Z,2013-06-03T16:51:20.337Z,,1820446,,411359,,1,81,android|android-layout,210947
53233,0,android-layout,5872748,19,15233,16411056,How to adjust layout when soft keyboard appears,"<p>I would like to adjust/re-size the layout when the soft-keyboard activated, as below:</p>

<p><strong>Before and After:</strong></p>

<p><img src=""https://i.stack.imgur.com/LzdRv.png"" alt=""enter image description here""><img src=""https://i.stack.imgur.com/q6BJZ.png"" alt=""enter image description here""></p>

<hr>

<p>Found couple resources in SO: </p>

<ol>
<li><a href=""https://stackoverflow.com/questions/10493506/how-to-keep-all-fields-and-texts-visible-while-the-soft-keyboard-is-shown"">How to keep all fields and texts visible while the soft keyboard is shown</a></li>
<li><a href=""https://stackoverflow.com/questions/13136891/android-soft-keyboard-spoils-layout-when-appears"">android soft keyboard spoils layout when appears</a></li>
<li><a href=""https://stackoverflow.com/questions/7300497/adjust-layout-when-soft-keyboard-is-on"">Adjust layout when soft keyboard is on</a></li>
</ol>

<hr>

<p>But the questions &amp; answers are rather ambiguous, here's the question with clearer picture of what I want. </p>

<p><strong>Requirements:</strong></p>

<ul>
<li>It should work on phone with any screen sizes.</li>
<li>Noticed that the margin/padding space at ""FACEBOOK"" and ""Sign Up for
Facebook"" has changed before and after. </li>
<li>No scroll view is involved.</li>
</ul>",16411103,17,1,,2013-05-07T04:08:21.857Z,82,2020-10-21T08:01:04.160Z,2017-05-23T12:18:14.060Z,,-1,,1248913,,1,187,android|android-layout|android-softkeyboard,210698
53233,0,android-layout,5872748,20,15233,20185340,How to align linearlayout to vertical center?,"<p>I'm trying to align LinearLayout's vertical center which shows following pic (skycolor border) to delete button's vertical center.</p>

<p>so I set the gravity of id:groupNumbers to center_vertical.</p>

<p>but no changed. </p>

<p>How to align id:groupNumbers to button's center?</p>

<p><img src=""https://i.stack.imgur.com/Xo100.png"" alt=""enter image description here""></p>

<pre><code>&lt;?xml version=""1.0"" encoding=""utf-8""?&gt;

&lt;LinearLayout xmlns:android=""http://schemas.android.com/apk/res/android""
              android:orientation=""horizontal""
              android:layout_width=""match_parent""
              android:layout_height=""match_parent""&gt;

    &lt;LinearLayout
            android:id=""@+id/groupNumbers""
            android:orientation=""horizontal""
            android:gravity=""center_vertical""
            android:layout_weight=""0.7""
            android:layout_width=""wrap_content""
            android:layout_height=""wrap_content""&gt;

        &lt;LinearLayout
                android:orientation=""horizontal""
                android:layout_weight=""1""
                android:layout_width=""wrap_content""
                android:layout_height=""wrap_content""&gt;

            &lt;TextView
                    android:id=""@+id/txtSelected01""
                    android:text=""00""
                    android:textSize=""30dp""
                    android:gravity=""center_horizontal""
                    android:layout_weight=""1""
                    android:layout_width=""wrap_content""
                    android:layout_height=""wrap_content""/&gt;
        &lt;/LinearLayout&gt;

        &lt;LinearLayout
                android:orientation=""horizontal""
                android:layout_weight=""1""
                android:layout_width=""wrap_content""
                android:layout_height=""wrap_content""&gt;

            &lt;TextView
                    android:id=""@+id/txtSelected02""
                    android:text=""00""
                    android:textSize=""30dp""
                    android:gravity=""center_horizontal""
                    android:layout_weight=""1""
                    android:layout_width=""0dp""
                    android:layout_height=""wrap_content""/&gt;
        &lt;/LinearLayout&gt;
    &lt;/LinearLayout&gt;


    &lt;Button
            android:id=""@+id/btn_deleteNum""
            android:text=""Delete""
            android:textSize=""20dp""
            android:layout_weight=""0.2""
            android:layout_width=""wrap_content""
            android:layout_height=""wrap_content""/&gt;
&lt;/LinearLayout&gt;
</code></pre>",20185378,8,3,,2013-11-25T05:25:47.663Z,8,2019-11-30T21:56:52.380Z,2019-06-17T09:13:07.113Z,,9516857,,868754,,1,77,android|android-layout,187647
