id,text,creation_date,post_id,user_id,user_display_name,score
42592437,I think it is not recommended. Even more in lollipop disabled item looks like enabled. So user can not distinguish between two of them,2014-11-20T09:29:09.550Z,14169089,981715,,0
17760854,"If you dont want to use RoboGuice, you can use Otto by Square. I use Otto quite a bit now and its AWESOME. https://github.com/square/otto",2012-10-25T17:46:47.030Z,11877889,5210,,0
37265319,@DonnFelker I am in the situation that Matthew described and I am still not seeing it very clear. How would it work with just one activity and several fragments? I fear I will end up with a monster Activity :/,2014-06-10T18:44:42.233Z,11877889,1250021,,0
52830940,You could also implement the MVP Pattern (passive view or supervising controller) from Fowler. This is how a lot of separation of concerns problems are addressed. http://martinfowler.com/eaaDev/PassiveScreen.html and http://martinfowler.com/eaaDev/SupervisingPresenter.html,2015-09-09T16:38:33.020Z,11877889,5210,,0
21167762,@Matthew if thats the case you'll need to pass them around in bundles between activities which can then inject the data into them at runtime.,2013-02-24T20:26:15.013Z,11877889,5210,,0
64770909,"Yes I showed the menu correctly. But how to hide this menu on fragment close, I mean When we switch to another fragment e.g. from a -> b, the menu of a still visible in toolbar of fragment b.",2016-08-01T10:16:25.787Z,37700353,2933576,,0
72460138,use setHasOptionsMenu(false) in onCreateView of fragment b.,2017-03-08T09:36:18.150Z,37700353,2404063,,0
113081322,Not working for me. Even actionb_bar_container is in view hierarchy. `actionBarContainer` has null.,2020-09-18T02:11:19.323Z,23348225,2423899,,0
24593752,"@J.Romero this was just an example, although there is loot of room for code optimization. However I've just updated the code.",2013-06-10T06:16:22.970Z,6703617,593709,,0
6456002,"Queues are fine if you don't care when they get done, as long as they do get done.  If some need to get done earlier than others, use a priority queue.",2011-04-14T05:59:08.250Z,5659137,,user684934,0
91262236,Works like a charm,2018-09-03T20:44:09.747Z,52004609,4159102,,0
104532398,"Hi and welcome to stackoverflow, and thank you for your answer. Rather than just posting a block of code, can you give a short explanation to what the issue is you solved and how you solved it? This will help people who find this question in the future to better understand the issue and how to deal with it.",2019-12-03T09:33:27.673Z,59153153,11936678,,0
81289705,How important is it that the task persist through app restarts?,2017-11-08T01:13:37.520Z,4177409,845092,,0
55498569,"Please do not write multiple answers that are almost identical to the same question. Use the ""edit"" link below the answer and change the original.",2015-11-23T09:25:25.600Z,33867009,546871,,0
73327526,cricket_007 link has been relocate https://github.com/codepath/android_guides/wiki/Endless-Scrolling-with-AdapterViews-and-RecyclerView,2017-03-30T17:08:12.567Z,35901697,3922705,,0
38295591,"this was intended to be meant by ""background color"".
completely accept your words.",2014-07-11T11:10:26.457Z,11134721,371749,,0
49005893,"I got here because I need a selector now that I've used `setBackgroundColor` with a ""color"". Sigh... Use `setBackground` or `setBackgroundDrawable` according to your API version with a selector.",2015-05-26T15:24:40.323Z,11134721,2413303,,0
57883945,"@ρяσѕρєя K ,  I am not used to use editor to format my coding.Thank you very much.",2016-01-29T09:26:43.700Z,35062274,3219270,,0
26298466,"@Dori this is true only if there is just one activity after the ""root"" one. when there are more on the stack, it should usually go to the root. same goes to fragments in case you use them instead.",2013-08-01T07:21:54.773Z,9252354,878126,,0
11678055,"@CommonsWare, so what about the new devices that do not have a physical back button, do they all display a 'soft' back button. I have seen a couple of tablets do that. In that case, can I customize the up button to be white instead of the default grey?",2012-02-13T18:16:02Z,9252354,289288,,0
85799912,This would fail for multilingual application.,2018-03-21T06:12:29.190Z,37696002,1072991,,0
93151619,"@TaufikNurRahmanda `GridLayoutManager.SpanSizeLookup` is an abstract class and YOU are telling it what it should return, So you undoubtedly know the pattern, In case that you insist on using `getSpanSize` method, just pass an instance to the adapter!",2018-11-03T05:32:21.530Z,36518658,5836953,,0
119510719,that was help me alot,2021-05-20T03:57:10.427Z,36518658,3386421,,0
60642825,Are you able to set cell width to 1/4 or 3/4 or say specific size in dp for a grid with span size 2? I was able to set custom height but not width with staggeredgridlayoutmanager. You'll notice cells in my image are not of equal width in the 1st row. I will try your solution too in some time and get back.,2016-04-09T15:20:43.417Z,36518658,193545,,0
114382406,@FarshadTahmasbi Can you have a look into this https://stackoverflow.com/questions/64607773/how-to-make-a-collection-of-images-with-in-a-view-in-android-studio-using-recycl?noredirect=1#comment114332130_64607773,2020-11-05T04:21:02.110Z,36518658,8936551,,0
60643116,Can you update code in your answer for the grid image i provided? I wont be able to try your solution until tomorrow.,2016-04-09T15:37:02.940Z,36518658,193545,,0
93148684,can I have `getSpanSize` inside `onBindViewHolder` so I know which item from my data should have different span size?,2018-11-02T23:32:51.577Z,36518658,5060513,,0
60642859,That's exactly what I did if you check onCreateViewHolder method.,2016-04-09T15:22:04.420Z,36518658,5836953,,0
60659254,NaN I tried your solution. Unfortunately I cannot change cell width in the first row with the approach. I updated my question to simplify layout. Thanks a lot for your interest. +1 for the effort.,2016-04-10T08:32:15.840Z,36518658,193545,,0
118672311,It's hard to test the thing now :(,2021-04-17T11:53:41.147Z,62671106,11004423,,0
120646206,"I can see why Google decided to go with this route, it's trying to decouple `startActivityForResult` from the view lifecycle. 

I just wished that there's a more elegant way of doing this.",2021-07-06T02:22:32.953Z,62671106,2867351,,0
70625588,"intent.putExtra(""jsonArray"", mJsonArray.toString());                                      what is mJsonArray here?",2017-01-18T09:16:57.537Z,7686658,5717927,,0
19529306,"@VinaySShenoy yeah, I mean you'd have to re-implement the entire `SearchManager` for `Fragment`s right? (or something like that)",2013-01-01T17:04:20.507Z,10439682,844882,,0
19523785,"@Alex, It's definitely possible to implement the standard Android search interface using fragments. But it takes a LOT of work... :-)",2013-01-01T09:50:48.693Z,10439682,1133908,,0
26436635,"I found this to be a better answer: http://stackoverflow.com/questions/6938952/android-create-custom-searchview-search-action/6939735#6939735  This will allow ""searching"" from within Fragments. True, it's not the official search mechanism provided by Google, but it works just fine.",2013-08-05T19:19:00.180Z,10439682,940217,,0
39884468,This is the best way.,2014-08-28T08:42:38.440Z,19027202,2522405,,0
110698607,love this answer.. it helped me a lot ..thanks @vilpe89,2020-06-26T14:29:23.240Z,19027202,7442784,,0
51248269,"@Selvin Well of course you need to remove the listener in onDestroy when the current instance of listening activity is not alive anymore if you want to interact with UI but that was not the point here, sorry....",2015-07-27T11:12:12.507Z,19027202,2191256,,0
40467943,Thanks a ton! the best way and awesome it is :D ^ upvote,2014-09-16T06:11:43.350Z,19027202,2606342,,0
28116148,I will use this somewhere else later. Thanks for suggestion :),2013-09-26T12:23:36.077Z,19027202,437146,,0
50407010,Thank you for this great solution.,2015-07-03T08:30:25.610Z,19027202,1490418,,0
87858157,Very Impressive Post @vilpe89.,2018-05-19T03:35:47.453Z,19027202,7602785,,0
89017493,why did you put it in onTextChanged listener?,2018-06-24T17:40:59.300Z,31086594,4548520,,0
53696225,"getSupportActionBar().hide(); was mentioned in the highest voted answer, getActionBar().hide(); was mentioned in the question, and  DarkActionBar was mentioned in Son Nguyen Thanh's answer. Plus this question is 4 years old and already has several high voted answers.",2015-10-04T16:02:07.897Z,32935170,2540669,,0
87672364,"If you have using System.Linq, then an IEnumerable certainly has the extension .First(). If you can't resolve this, ask another question on StackOverflow to debug that particular issue.",2018-05-14T10:36:17.680Z,29137410,540339,,0
87659747,@Prince - you will need to add using System.Linq; at the top.,2018-05-14T01:05:43.443Z,29137410,540339,,0
87591789,I am unable to call list.First(...) .. It says IEnumerable does not contain a definition for First...,2018-05-11T08:13:21.310Z,29137410,1054245,,0
77599534,Will this also for for contextual action menus? Such as long click on android and swipe left on iOS?,2017-07-26T06:16:40.003Z,29137410,2304737,,0
91160588,"Since the selected item gets changed it triggers `ItemSelected` event again, so in my case the further code ran into exception.",2018-08-30T20:17:01.940Z,29137410,7907591,,0
23327646,well just create a public method in your `MyFragment` class with updating the value of TextView and call it from the FragmentActivity using `myFrag.method_name();`,2013-04-30T09:03:25.247Z,16295170,726863,,0
66939588,`R.id.textview‌​infragment` is id of your Fragment or TextView?,2016-10-03T04:55:16.057Z,16295170,726863,,0
40190231,@Prabuddham is this a proper approach,2014-09-07T13:38:42.227Z,16295170,2612636,,0
66930603,`FragOne frag = (FragOne)getFragmentManager().findFragmentById(R.id.textviewinfragment);`. I get the following error: 'incomaptible type`,2016-10-02T18:20:01.437Z,16295170,837722,,0
23326440,Could that be the cause of ClassCastException?,2013-04-30T08:26:24.543Z,16295170,2288766,,0
23327069,"yes thats because you are not having fragment in the xml. But as you might be adding the fragment dynamically, hopefully you will be having the instance of Fragment.",2013-04-30T08:46:32.613Z,16295170,726863,,0
23327563,"I do have instance of fragment: Fragment fr = MyFragment.newInstance(); and in MyFragment class public static Fragment newInstance(){
  MyFragment myFrag = new MyFragment();
  return myFrag;
 } How can i apply your code?",2013-04-30T09:00:42.380Z,16295170,2288766,,0
23386193,"I know that a lot to ask, but could you please look at full code here:  http://pastebin.com/NQBieFLi",2013-05-02T02:02:43.493Z,16295170,2288766,,0
24048857,@Houcine : i already tried those examples .. i want to adjust height of the dropdown list,2013-05-23T05:42:17.090Z,16694786,948041,,0
120246517,"There are main steps to fully customize the default Spinner.
Step 01 - Create a layout
Step 02 - Create an Adapter
Step 03 - Create drawables
Finally marge all the elements. Here is the complete guide : https://dailycoding.in/android-custom-spinner/",2021-06-18T10:07:51.490Z,16694786,10467779,,0
24048865,@shree202 : no style applies,2013-05-23T05:42:36.777Z,16694786,948041,,0
24052563,@Shruti see this http://www.youtube.com/watch?v=JX9RmLAoOUY&feature=g-upl,2013-05-23T08:04:44.807Z,16694786,1112053,,0
68395563,"You have ""style="" don't you want ""android:style=""",2016-11-13T23:26:01.783Z,16694786,909122,,0
24028630,None of the style is applied ? popupBackGround or anything else ? Strange.,2013-05-22T15:09:24.530Z,16694786,1739882,,0
95181311,Is it possible to increase the size of this icon?,2019-01-14T05:53:47.873Z,30466050,2579739,,0
49062481,"Does this help for you? If so, please accept, thanks",2015-05-27T20:15:16.827Z,30466050,4186942,,0
4365178,"i'm not sure, but probably it's not possible to get access to a view, which was added to builder (http://android.git.kernel.org/?p=platform/frameworks/base.git;a=blob;f=core/java/android/app/AlertDialog.java;h=021dc2e39f210d1e8c39f2380e83fd986ddf4d54;hb=edbabeb7fabfb3c7793b565cdaaf656e5e332efe) ....... why don't you try to use custom dialogs then?! another idea to create your own alertdialog.builder extending original alertdialog.builder and having member view in it.",2010-10-31T13:06:28.540Z,4059138,408780,,0
4371968,I had had the same thoughts on this weekend. But ... maybe this link will help you to create a custom dialog http://developer.android.com/guide/topics/ui/dialogs.html#CustomDialog it's not so difficult. Wish you much luck,2010-11-01T11:54:04.777Z,4059138,408780,,0
4364733,"Yes, the code shown in my original question continues ""alert.setPositiveButton(...); alert.setNegativeButton(...); alert.show();"". Following this with ""inputBox.requestFocus()"" does nothing. Trying ""inputBox.setPressed(true);"" just highlights the text box in green. I can't see any other relevant methods to try.",2010-10-31T11:08:31.880Z,4059138,250845,,0
4388983,"I see that the ""Creating A Custom Dialog"" notes say that ""an AlertDialog is created easiest with the AlertDialog.Builder class"". This suggests that perhaps you don't have to use AlertDialog.Builder. I wonder if there is a tutorial anywhere on how to build an AlertDialog object without using AlertDialog.Builder. As you can probably tell, I'm floundering here.",2010-11-02T20:36:46.670Z,4059138,250845,,0
4362021,"... and if you try to call requestFocus after alert.create() ? Because first dialog should be created and then edit can get focus, no?!",2010-10-30T21:05:25.637Z,4059138,408780,,0
4362074,"My code doesn't explicitly call create(). Presumably it is called indirectly by the statement ""AlertDialog.Builder alert = new AlertDialog.Builder(this);"" which definitely comes before any other reference to alert.",2010-10-30T21:15:12.987Z,4059138,250845,,0
4381297,Thanks for your encouragement. I'll have a look at your suggestion and report back.,2010-11-02T08:33:00.810Z,4059138,250845,,0
4388896,"I've read the section on Custom Dialogs in the page you referred me to. After describing how to build a custom dialog based on the Dialog class, this goes on to discuss customising a dialog based on AlertDialog.Builder (much as I have already done) and says ""using an AlertDialog for your custom layout lets you take advantage of built-in AlertDialog features like managed buttons"". This suggests that unless I use AlertDialog.Builder I won't get ""Ok"" and ""Cancel"" buttons. So I am flummoxed as to which way to proceed!",2010-11-02T20:25:51.117Z,4059138,250845,,0
4371700,I'm afraid that would be above my pay grade! (I think Android needs something like Visual Basic to make things easier for amateurs like me ... I've even found HTML+DHTML+Javascript much easier to use (and amazingly powerful.)),2010-11-01T11:14:24.370Z,4059138,250845,,0
90755352,"users who have error on ""this"", should change it to ""ActivityOne.this""",2018-08-17T19:59:19.063Z,46465539,4176989,,0
110597757,Agree with you.,2020-06-23T15:55:08.870Z,59572995,2914140,,0
110586846,It doesn't add anything interesting. Even won't work if there is no application handling a URL. Will crash with an exception.,2020-06-23T10:35:07.790Z,59572995,2914140,,0
110597605,"All devices should have an application to handle a URL. You can add your own failure/exception handling as needed,",2020-06-23T15:51:13.573Z,59572995,974045,,0
11547712,I removed my downvote though there is still no reason to check for a null intent.,2012-02-07T15:24:14.023Z,9178371,897868,,0
11547009,Pretty sure you can never have a null intent. Not to mention this will still crash when you try and read the params if no extras have been added since getExtras() will be null.,2012-02-07T14:53:07.110Z,9178371,897868,,0
11547316,"Before you downvote, you should actually know. Here is Diane Hackborn stating that getIntent can return null: http://www.mail-archive.com/android-developers@googlegroups.com/msg55782.html .",2012-02-07T15:06:43.280Z,9178371,223440,,0
11547497,"So if I explicitly set it to null it will be null. Great response. Ok, so it will never be null in the topic creator's case or in any normal use case. You can never launch an activity with a null intent. Also your code is still unsafe for the other reason's I posted. Definitely deserves a downvote because it is still bad advice.",2012-02-07T15:15:18.347Z,9178371,897868,,0
51144386,"I am sending the query parameter in a bundle, but it does not seem to want to let me access the database from another class.",2015-07-23T19:24:12.270Z,31592707,3200323,,0
51139184,"yes, you don't need to pass the whole database, you can instanciate the database in the other activity. as @Passiondroid said. if you want to make a query based in a query in the previous activity, you could send this parameter in bundle",2015-07-23T16:58:42.780Z,31592707,4987172,,0
51138360,"just pass an `Uri` of your custom `ContentProvider`, using custom `ContentProvider` will give you some benefits: transparent loading via `CursorLoaders` and automatic reload whenever underleying data changes",2015-07-23T16:36:25.080Z,31592707,2252830,,0
20532633,Your first solution with setting `<i>hint</i>`works very well and look good in the xml.,2013-02-04T11:22:37.153Z,14684675,638368,,0
34721923,"But why is `listView.scrollTo(0, 0);` writen inside the loop if it doesn't work? The Runnable could work, I'll try it.",2014-04-01T00:00:20.983Z,5903875,2186169,,0
34722291,"Don't forget the `run()` method inside the `new Runnable`, mate ;)",2014-04-01T00:28:29.763Z,5903875,2186169,,0
31089863,I don't get what is 'items' and what is 'objectList'?,2013-12-23T16:43:20.213Z,5903875,1319753,,0
34722056,Thanks for the confirmation. :) I've updated the post.,2014-04-01T00:09:49.497Z,5903875,321697,,0
34721976,"Well, bad news. None of those 2 `.scrollTo()` work, at least in my code (everything else does)",2014-04-01T00:04:07.277Z,5903875,2186169,,0
34721847,"This did work for me `items.add(0, obj); listAdapter.notifyDataSetChanged();` but not the 3º line of the loop: `listView.scrollTo(0, 0);`",2014-03-31T23:55:10.930Z,5903875,2186169,,0
34722635,@DaniSancas It's shorthand. ;) (fixed),2014-04-01T00:52:32.137Z,5903875,321697,,0
82873754,"`insert(Object,index)` is much more interesting !
You can use it in your adapter then make a `notifyDataSetChanged()` and that's all",2017-12-23T11:41:17.637Z,5903875,6035731,,0
34721932,I never actually tested this code; that's the only reason. :),2014-04-01T00:01:02.680Z,5903875,321697,,0
107338230,"best.solution.ever. Just like a ""app:layout_constraintCenter_in=""parent"""" (which doesn't exist)",2020-03-13T11:03:37.663Z,52188675,5778570,,0
26540935,"Nope, the top scoring answer doesn't use a static variable",2013-08-08T12:19:40.537Z,18115587,1384074,,0
26542360,"Yeah, I wouldn't do it completely the samesince there is a cleaner and memory efficient way to complete the same task. But the variables are nullified onPause so it should be garbage collected still",2013-08-08T12:56:36.560Z,18115587,1384074,,0
26543207,If you null them in `onPause` you could as well use a static variable :) If you can't guarantee that this happens you get the leak either way. Only thing you can (and maybe should do anyways) is to keep a `WeakReference` to them. It's guaranteed they they don't get GC'd until after the Activity hits `onDestroy`.,2013-08-08T13:19:41.417Z,18115587,995891,,0
26525102,"Hehe, that approach is completely equivalent to storing current Activity in a static variable.",2013-08-08T00:57:18.793Z,18115587,995891,,0
26541373,No but it uses the Application to reference an Activity. Application is never garbage collected and therefore Activity is never garbage collected when referenced from Application. That is equivalent to using static variables since they are referenced from their `Class` object which is as well never garbage collected.,2013-08-08T12:30:18.800Z,18115587,995891,,0
25498848,welcome; perhaps you should choose a best answer if you got the solution of your problem (by clicking the arrow along with that answer),2013-07-08T18:33:37.527Z,17527043,2069130,,0
109441054,IllegalStateException to me,2020-05-18T17:47:57.197Z,14188291,12519068,,0
55400099,Here is an answer to another question but it also applies to your question and is a clean solution: http://stackoverflow.com/questions/28620026/implement-dialogfragment-interface-in-onclicklistener/33713825#33713825,2015-11-20T00:55:28.347Z,14188291,2288580,,0
69915781,it's important to mention that any calls to `instantiateItem` should be surrounded by `startUpdate`/`finishUpdate` calls. details are in my answer to a similar question: http://stackoverflow.com/questions/14035090/how-to-get-existing-fragments-when-using-fragmentpageradapter/41345283#41345283,2016-12-28T07:13:50.007Z,8886019,1220560,,0
15724123,Using broadcast receivers is exactly what I needed,2011-04-22T13:50:31.950Z,4300291,209,,0
